LAMMPS data file generated by STL2LMP v6.0 / 14 Aug 2019 on Mon Nov  4 17:26:50 2019

   7116 atoms
   2454 bonds
    867 angles

   9 atom types
   2 bond types
   1 angle types

 -3.982755072e+01  9.311182768e+00 xlo xhi
 -2.274661752e+01 -1.058673397e+00 ylo yhi
 -3.481949992e+01  3.481949992e+01 zlo zhi
  1.396165292e+01  1.603680851e-01  1.182281137e-01 xy xz yz

Masses

   1  15.999000
   2  40.078000
   3  28.085000
   4   1.007940
   5  15.999000
   6  15.999000
   7  40.078000
   8   1.007940
   9  15.999000

Pair Coeffs

   1 0.0000000000e+00 0.0000000000e+00
   2 0.0000000000e+00 0.0000000000e+00
   3 0.0000000000e+00 0.0000000000e+00
   4 0.0000000000e+00 0.0000000000e+00
   5 0.0000000000e+00 0.0000000000e+00
   6 0.0000000000e+00 0.0000000000e+00
   7 0.0000000000e+00 0.0000000000e+00
   8 0.0000000000e+00 0.0000000000e+00
   9 0.0000000000e+00 0.0000000000e+00

Bond Coeffs

   1 0.0000e+00 0.0000e+00
   2 0.0000e+00 0.0000e+00

Angle Coeffs

   1 0.0000e+00 0.0000e+00

Atoms

      1      1   2  1.430000000e+00 -1.360058202e+01 -1.775987756e+01 -5.478056359e-02   0   0   0
      2      1   1 -1.308933455e+00 -1.558898925e+01 -2.103878391e+01  1.438983975e-02   0   0   0
      3      1   5 -1.168933455e+00 -1.965700595e+01 -2.251407429e+01  3.897598187e+00   0   0   0
      4      1   5 -1.168933455e+00 -1.428846652e+01 -1.962200889e+01  8.585081935e+00   0   0   0
      5      1   1 -1.308933455e+00 -1.511749438e+01 -1.869244103e+01  1.382416956e+00   0   0   0
      6      1   7  1.700000000e+00 -1.613468252e+01 -1.900786025e+01  3.805225226e+00   0   0   0
      7      1   7  1.700000000e+00 -1.990637811e+01 -1.998279239e+01  3.961401616e+00   0   0   0
      8      1   5 -1.168933455e+00 -1.620251945e+01 -2.114945367e+01  6.221019098e+00   0   1   0
      9      1   2  1.430000000e+00 -1.370287602e+01 -1.752965336e+01  9.527719011e+00   0   0   0
     10      1   5 -1.168933455e+00 -1.800662893e+01 -1.944486261e+01  5.202724972e+00   0   0   0
     11      1   9 -1.308933455e+00 -1.837997873e+01 -2.086868073e+01  7.542400945e+00   0   0   0
     12      1   1 -1.308933455e+00 -1.942296238e+01 -1.933289664e+01  1.736133694e+00   0   0   0
     13      1   3  1.720000000e+00 -1.604221708e+01 -1.981455827e+01  9.057947569e-01   0   0   0
     14      1   2  1.430000000e+00 -1.667354053e+01 -1.675690475e+01  1.017153195e+00   0   0   0
     15      1   3  1.720000000e+00 -1.735035978e+01 -2.006978474e+01  6.634647261e+00   0   0   0
     16      1   5 -1.168933455e+00 -1.668889947e+01 -1.887016159e+01  7.531667057e+00   0   0   0
     17      1   1 -1.308933455e+00 -1.924424241e+01 -1.952808253e+01  9.636370857e+00   0   0   0
     18      1   9 -1.308933455e+00 -1.697318515e+01 -2.026496825e+01  2.171658230e+00   0   0   0
     19      1   1 -1.308933455e+00 -1.860039554e+01 -2.219403085e+01  9.843050822e+00   0   0   0
     20      1   1 -1.308933455e+00 -1.865444194e+01 -2.138200039e+01  2.267651929e-01   0   0   0
     21      1   3  1.720000000e+00 -1.828605854e+01 -2.012731629e+01  1.017332959e+00   0   0   0
     22      1   3  1.720000000e+00 -1.915665178e+01 -2.095393250e+01  8.937522576e+00   0   0   0
     23      1   2  1.430000000e+00 -1.743891730e+01 -1.816491025e+01  9.694783606e+00   0   0   0
     24      1   1 -1.308933455e+00 -1.794091792e+01 -1.878871809e+01  2.186081277e+01   0   0   0
     25      1   2  1.430000000e+00 -1.963756051e+01 -1.964595485e+01  1.179519088e+01   0   0   0
     26      1   5 -1.168933455e+00 -1.203033748e+01 -1.495401573e+01  1.409976930e+01   0   0   0
     27      1   1 -1.308933455e+00 -1.733484638e+01 -1.693202404e+01  1.180857869e+01   0   0   0
     28      1   5 -1.168933455e+00 -1.222130074e+01 -1.643441434e+01  1.615920606e+01   0   0   0
     29      1   5 -1.168933455e+00 -1.140175119e+01 -1.732264490e+01  1.859314462e+01   0   0   0
     30      1   1 -1.308933455e+00 -1.658461621e+01 -1.939937651e+01  1.165052305e+01   0   0   0
     31      1   7  1.700000000e+00 -1.627747881e+01 -2.139215776e+01  1.308253496e+01   0   0   0
     32      1   7  1.700000000e+00 -1.425728344e+01 -1.850620820e+01  1.541479263e+01   0   0   0
     33      1   5 -1.168933455e+00 -1.546608786e+01 -1.505831786e+01  1.852971126e+01   0   0   0
